10,SencillaSinCola,pushFront,0
10,SencillaSinCola,pushBack,0
10,SencillaSinCola,popFront,0
10,SencillaSinCola,popBack,0
10,SencillaSinCola,find,0
10,SencillaSinCola,addBefore,0
10,SencillaSinCola,addAfter,0
10,SencillaSinCola,erase,0
10,SencillaSinCola,empty,0
10,SencillaSinCola,topFront,0
10,SencillaSinCola,topBack,0
10,SencillaConCola,pushFront,0
10,SencillaConCola,pushBack,0
10,SencillaConCola,popFront,0
10,SencillaConCola,popBack,0
10,SencillaConCola,find,0
10,SencillaConCola,addBefore,0
10,SencillaConCola,addAfter,0
10,SencillaConCola,erase,0
10,SencillaConCola,empty,0
10,SencillaConCola,topFront,0
10,SencillaConCola,topBack,0
10,DobleConCola,pushFront,0
10,DobleConCola,pushBack,0
10,DobleConCola,popFront,0
10,DobleConCola,popBack,0
10,DobleConCola,find,0
10,DobleConCola,addBefore,0
10,DobleConCola,addAfter,0
10,DobleConCola,erase,0
10,DobleConCola,empty,0
10,DobleConCola,topFront,0
10,DobleConCola,topBack,0
100,SencillaSinCola,pushFront,0
100,SencillaSinCola,pushBack,0
100,SencillaSinCola,popFront,0
100,SencillaSinCola,popBack,0
100,SencillaSinCola,find,0
100,SencillaSinCola,addBefore,0
100,SencillaSinCola,addAfter,0
100,SencillaSinCola,erase,0
100,SencillaSinCola,empty,0
100,SencillaSinCola,topFront,0
100,SencillaSinCola,topBack,0
100,SencillaConCola,pushFront,0
100,SencillaConCola,pushBack,0
100,SencillaConCola,popFront,0
100,SencillaConCola,popBack,0
100,SencillaConCola,find,0
100,SencillaConCola,addBefore,0
100,SencillaConCola,addAfter,0
100,SencillaConCola,erase,0
100,SencillaConCola,empty,0
100,SencillaConCola,topFront,0
100,SencillaConCola,topBack,0
100,DobleConCola,pushFront,0
100,DobleConCola,pushBack,0
100,DobleConCola,popFront,0
100,DobleConCola,popBack,0
100,DobleConCola,find,0
100,DobleConCola,addBefore,0
100,DobleConCola,addAfter,0
100,DobleConCola,erase,0
100,DobleConCola,empty,0
100,DobleConCola,topFront,0
100,DobleConCola,topBack,0
1000,SencillaSinCola,pushFront,0
1000,SencillaSinCola,pushBack,0
1000,SencillaSinCola,popFront,0
1000,SencillaSinCola,popBack,0
1000,SencillaSinCola,find,1
1000,SencillaSinCola,addBefore,0
1000,SencillaSinCola,addAfter,0
1000,SencillaSinCola,erase,0
1000,SencillaSinCola,empty,0
1000,SencillaSinCola,topFront,0
1000,SencillaSinCola,topBack,0
1000,SencillaConCola,pushFront,0
1000,SencillaConCola,pushBack,0
1000,SencillaConCola,popFront,0
1000,SencillaConCola,popBack,0
1000,SencillaConCola,find,0
1000,SencillaConCola,addBefore,0
1000,SencillaConCola,addAfter,0
1000,SencillaConCola,erase,0
1000,SencillaConCola,empty,0
1000,SencillaConCola,topFront,0
1000,SencillaConCola,topBack,0
1000,DobleConCola,pushFront,0
1000,DobleConCola,pushBack,0
1000,DobleConCola,popFront,0
1000,DobleConCola,popBack,0
1000,DobleConCola,find,0
1000,DobleConCola,addBefore,0
1000,DobleConCola,addAfter,0
1000,DobleConCola,erase,0
1000,DobleConCola,empty,0
1000,DobleConCola,topFront,0
1000,DobleConCola,topBack,0
10000,SencillaSinCola,pushFront,0
10000,SencillaSinCola,pushBack,0
10000,SencillaSinCola,popFront,0
10000,SencillaSinCola,popBack,2
10000,SencillaSinCola,find,0
10000,SencillaSinCola,addBefore,0
10000,SencillaSinCola,addAfter,0
10000,SencillaSinCola,erase,1
10000,SencillaSinCola,empty,0
10000,SencillaSinCola,topFront,0
10000,SencillaSinCola,topBack,0
10000,SencillaConCola,pushFront,0
10000,SencillaConCola,pushBack,0
10000,SencillaConCola,popFront,0
10000,SencillaConCola,popBack,0
10000,SencillaConCola,find,0
10000,SencillaConCola,addBefore,1
10000,SencillaConCola,addAfter,0
10000,SencillaConCola,erase,1
10000,SencillaConCola,empty,0
10000,SencillaConCola,topFront,0
10000,SencillaConCola,topBack,0
10000,DobleConCola,pushFront,0
10000,DobleConCola,pushBack,0
10000,DobleConCola,popFront,0
10000,DobleConCola,popBack,0
10000,DobleConCola,find,0
10000,DobleConCola,addBefore,0
10000,DobleConCola,addAfter,0
10000,DobleConCola,erase,1
10000,DobleConCola,empty,0
10000,DobleConCola,topFront,0
10000,DobleConCola,topBack,0
100000,SencillaSinCola,pushFront,0
100000,SencillaSinCola,pushBack,2
100000,SencillaSinCola,popFront,0
100000,SencillaSinCola,popBack,4
100000,SencillaSinCola,find,4
100000,SencillaSinCola,addBefore,3
100000,SencillaSinCola,addAfter,0
100000,SencillaSinCola,erase,5
100000,SencillaSinCola,empty,0
100000,SencillaSinCola,topFront,0
100000,SencillaSinCola,topBack,2
100000,SencillaConCola,pushFront,0
100000,SencillaConCola,pushBack,0
100000,SencillaConCola,popFront,0
100000,SencillaConCola,popBack,3
100000,SencillaConCola,find,2
100000,SencillaConCola,addBefore,4
100000,SencillaConCola,addAfter,0
100000,SencillaConCola,erase,5
100000,SencillaConCola,empty,0
100000,SencillaConCola,topFront,0
100000,SencillaConCola,topBack,0
100000,DobleConCola,pushFront,0
100000,DobleConCola,pushBack,0
100000,DobleConCola,popFront,0
100000,DobleConCola,popBack,0
100000,DobleConCola,find,0
100000,DobleConCola,addBefore,3
100000,DobleConCola,addAfter,0
100000,DobleConCola,erase,5
100000,DobleConCola,empty,0
100000,DobleConCola,topFront,0
100000,DobleConCola,topBack,0
1000000,SencillaSinCola,pushFront,0
1000000,SencillaSinCola,pushBack,4
1000000,SencillaSinCola,popFront,0
1000000,SencillaSinCola,popBack,5
1000000,SencillaSinCola,find,5
1000000,SencillaSinCola,addBefore,5
1000000,SencillaSinCola,addAfter,0
1000000,SencillaSinCola,erase,5
1000000,SencillaSinCola,empty,0
1000000,SencillaSinCola,topFront,0
1000000,SencillaSinCola,topBack,5
1000000,SencillaConCola,pushFront,0
1000000,SencillaConCola,pushBack,0
1000000,SencillaConCola,popFront,0
1000000,SencillaConCola,popBack,7
1000000,SencillaConCola,find,6
1000000,SencillaConCola,addBefore,5
1000000,SencillaConCola,addAfter,0
1000000,SencillaConCola,erase,5
1000000,SencillaConCola,empty,0
1000000,SencillaConCola,topFront,0
1000000,SencillaConCola,topBack,0
1000000,DobleConCola,pushFront,0
1000000,DobleConCola,pushBack,0
1000000,DobleConCola,popFront,0
1000000,DobleConCola,popBack,0
1000000,DobleConCola,find,0
1000000,DobleConCola,addBefore,7
1000000,DobleConCola,addAfter,0
1000000,DobleConCola,erase,6
1000000,DobleConCola,empty,0
1000000,DobleConCola,topFront,0
1000000,DobleConCola,topBack,0
10000000,SencillaSinCola,pushFront,0
10000000,SencillaSinCola,pushBack,33
10000000,SencillaSinCola,popFront,0
10000000,SencillaSinCola,popBack,34
10000000,SencillaSinCola,find,34
10000000,SencillaSinCola,addBefore,42
10000000,SencillaSinCola,addAfter,0
10000000,SencillaSinCola,erase,55
10000000,SencillaSinCola,empty,0
10000000,SencillaSinCola,topFront,0
10000000,SencillaSinCola,topBack,35
10000000,SencillaConCola,pushFront,0
10000000,SencillaConCola,pushBack,0
10000000,SencillaConCola,popFront,0
10000000,SencillaConCola,popBack,36
10000000,SencillaConCola,find,35
10000000,SencillaConCola,addBefore,33
10000000,SencillaConCola,addAfter,0
10000000,SencillaConCola,erase,31
10000000,SencillaConCola,empty,0
10000000,SencillaConCola,topFront,0
10000000,SencillaConCola,topBack,0
10000000,DobleConCola,pushFront,0
10000000,DobleConCola,pushBack,0
10000000,DobleConCola,popFront,0
10000000,DobleConCola,popBack,0
10000000,DobleConCola,find,0
10000000,DobleConCola,addBefore,61
10000000,DobleConCola,addAfter,0
10000000,DobleConCola,erase,58
10000000,DobleConCola,empty,0
10000000,DobleConCola,topFront,0
10000000,DobleConCola,topBack,0
20000000,SencillaSinCola,pushFront,0
20000000,SencillaSinCola,pushBack,68
20000000,SencillaSinCola,popFront,0
20000000,SencillaSinCola,popBack,69
20000000,SencillaSinCola,find,95
20000000,SencillaSinCola,addBefore,70
20000000,SencillaSinCola,addAfter,0
20000000,SencillaSinCola,erase,65
20000000,SencillaSinCola,empty,0
20000000,SencillaSinCola,topFront,0
20000000,SencillaSinCola,topBack,65
20000000,SencillaConCola,pushFront,0
20000000,SencillaConCola,pushBack,0
20000000,SencillaConCola,popFront,0
20000000,SencillaConCola,popBack,72
20000000,SencillaConCola,find,75
20000000,SencillaConCola,addBefore,72
20000000,SencillaConCola,addAfter,0
20000000,SencillaConCola,erase,71
20000000,SencillaConCola,empty,0
20000000,SencillaConCola,topFront,0
20000000,SencillaConCola,topBack,0
20000000,DobleConCola,pushFront,0
20000000,DobleConCola,pushBack,0
20000000,DobleConCola,popFront,0
20000000,DobleConCola,popBack,0
20000000,DobleConCola,find,0
20000000,DobleConCola,addBefore,141
20000000,DobleConCola,addAfter,0
20000000,DobleConCola,erase,134
20000000,DobleConCola,empty,0
20000000,DobleConCola,topFront,0
20000000,DobleConCola,topBack,0
30000000,SencillaSinCola,pushFront,0
30000000,SencillaSinCola,pushBack,187
30000000,SencillaSinCola,popFront,0
30000000,SencillaSinCola,popBack,96
30000000,SencillaSinCola,find,94
30000000,SencillaSinCola,addBefore,95
30000000,SencillaSinCola,addAfter,0
30000000,SencillaSinCola,erase,92
30000000,SencillaSinCola,empty,0
30000000,SencillaSinCola,topFront,0
30000000,SencillaSinCola,topBack,93
30000000,SencillaConCola,pushFront,0
30000000,SencillaConCola,pushBack,0
30000000,SencillaConCola,popFront,0
30000000,SencillaConCola,popBack,106
30000000,SencillaConCola,find,103
30000000,SencillaConCola,addBefore,106
30000000,SencillaConCola,addAfter,0
30000000,SencillaConCola,erase,97
30000000,SencillaConCola,empty,0
30000000,SencillaConCola,topFront,0
30000000,SencillaConCola,topBack,0
30000000,DobleConCola,pushFront,0
30000000,DobleConCola,pushBack,0
30000000,DobleConCola,popFront,0
30000000,DobleConCola,popBack,0
30000000,DobleConCola,find,0
30000000,DobleConCola,addBefore,191
30000000,DobleConCola,addAfter,0
30000000,DobleConCola,erase,181
30000000,DobleConCola,empty,0
30000000,DobleConCola,topFront,0
30000000,DobleConCola,topBack,0
40000000,SencillaSinCola,pushFront,0
40000000,SencillaSinCola,pushBack,142
40000000,SencillaSinCola,popFront,0
40000000,SencillaSinCola,popBack,182
40000000,SencillaSinCola,find,163
40000000,SencillaSinCola,addBefore,131
40000000,SencillaSinCola,addAfter,0
40000000,SencillaSinCola,erase,124
40000000,SencillaSinCola,empty,0
40000000,SencillaSinCola,topFront,0
40000000,SencillaSinCola,topBack,124
40000000,SencillaConCola,pushFront,0
40000000,SencillaConCola,pushBack,0
40000000,SencillaConCola,popFront,0
40000000,SencillaConCola,popBack,141
40000000,SencillaConCola,find,132
40000000,SencillaConCola,addBefore,161
40000000,SencillaConCola,addAfter,0
40000000,SencillaConCola,erase,128
40000000,SencillaConCola,empty,0
40000000,SencillaConCola,topFront,0
40000000,SencillaConCola,topBack,0
40000000,DobleConCola,pushFront,0
40000000,DobleConCola,pushBack,0
40000000,DobleConCola,popFront,0
40000000,DobleConCola,popBack,0
40000000,DobleConCola,find,0
40000000,DobleConCola,addBefore,266
40000000,DobleConCola,addAfter,0
40000000,DobleConCola,erase,253
40000000,DobleConCola,empty,0
40000000,DobleConCola,topFront,0
40000000,DobleConCola,topBack,0
50000000,SencillaSinCola,pushFront,0
50000000,SencillaSinCola,pushBack,164
50000000,SencillaSinCola,popFront,0
50000000,SencillaSinCola,popBack,160
50000000,SencillaSinCola,find,162
50000000,SencillaSinCola,addBefore,155
50000000,SencillaSinCola,addAfter,0
50000000,SencillaSinCola,erase,167
50000000,SencillaSinCola,empty,0
50000000,SencillaSinCola,topFront,0
50000000,SencillaSinCola,topBack,175
50000000,SencillaConCola,pushFront,0
50000000,SencillaConCola,pushBack,0
50000000,SencillaConCola,popFront,0
50000000,SencillaConCola,popBack,148
50000000,SencillaConCola,find,159
50000000,SencillaConCola,addBefore,148
50000000,SencillaConCola,addAfter,0
50000000,SencillaConCola,erase,147
50000000,SencillaConCola,empty,0
50000000,SencillaConCola,topFront,0
50000000,SencillaConCola,topBack,0
50000000,DobleConCola,pushFront,0
50000000,DobleConCola,pushBack,0
50000000,DobleConCola,popFront,0
50000000,DobleConCola,popBack,0
50000000,DobleConCola,find,0
50000000,DobleConCola,addBefore,341
50000000,DobleConCola,addAfter,0
50000000,DobleConCola,erase,310
50000000,DobleConCola,empty,0
50000000,DobleConCola,topFront,0
50000000,DobleConCola,topBack,0
60000000,SencillaSinCola,pushFront,0
60000000,SencillaSinCola,pushBack,176
60000000,SencillaSinCola,popFront,0
60000000,SencillaSinCola,popBack,185
60000000,SencillaSinCola,find,184
60000000,SencillaSinCola,addBefore,198
60000000,SencillaSinCola,addAfter,0
60000000,SencillaSinCola,erase,178
60000000,SencillaSinCola,empty,0
60000000,SencillaSinCola,topFront,0
60000000,SencillaSinCola,topBack,186
60000000,SencillaConCola,pushFront,0
60000000,SencillaConCola,pushBack,0
60000000,SencillaConCola,popFront,0
60000000,SencillaConCola,popBack,202
60000000,SencillaConCola,find,194
60000000,SencillaConCola,addBefore,187
60000000,SencillaConCola,addAfter,0
60000000,SencillaConCola,erase,185
60000000,SencillaConCola,empty,0
60000000,SencillaConCola,topFront,0
60000000,SencillaConCola,topBack,0
60000000,DobleConCola,pushFront,0
60000000,DobleConCola,pushBack,0
60000000,DobleConCola,popFront,0
60000000,DobleConCola,popBack,0
60000000,DobleConCola,find,0
60000000,DobleConCola,addBefore,411
60000000,DobleConCola,addAfter,0
60000000,DobleConCola,erase,363
60000000,DobleConCola,empty,0
60000000,DobleConCola,topFront,0
60000000,DobleConCola,topBack,0
70000000,SencillaSinCola,pushFront,0
70000000,SencillaSinCola,pushBack,221
70000000,SencillaSinCola,popFront,0
70000000,SencillaSinCola,popBack,219
70000000,SencillaSinCola,find,231
70000000,SencillaSinCola,addBefore,269
70000000,SencillaSinCola,addAfter,0
70000000,SencillaSinCola,erase,296
70000000,SencillaSinCola,empty,0
70000000,SencillaSinCola,topFront,0
70000000,SencillaSinCola,topBack,322
70000000,SencillaConCola,pushFront,0
70000000,SencillaConCola,pushBack,0
70000000,SencillaConCola,popFront,0
70000000,SencillaConCola,popBack,229
70000000,SencillaConCola,find,236
70000000,SencillaConCola,addBefore,221
70000000,SencillaConCola,addAfter,0
70000000,SencillaConCola,erase,225
70000000,SencillaConCola,empty,0
70000000,SencillaConCola,topFront,0
70000000,SencillaConCola,topBack,0
70000000,DobleConCola,pushFront,0
70000000,DobleConCola,pushBack,0
70000000,DobleConCola,popFront,0
70000000,DobleConCola,popBack,0
70000000,DobleConCola,find,0
70000000,DobleConCola,addBefore,446
70000000,DobleConCola,addAfter,0
70000000,DobleConCola,erase,507
70000000,DobleConCola,empty,0
70000000,DobleConCola,topFront,0
70000000,DobleConCola,topBack,0
80000000,SencillaSinCola,pushFront,0
80000000,SencillaSinCola,pushBack,266
80000000,SencillaSinCola,popFront,0
80000000,SencillaSinCola,popBack,249
80000000,SencillaSinCola,find,266
80000000,SencillaSinCola,addBefore,256
80000000,SencillaSinCola,addAfter,0
80000000,SencillaSinCola,erase,257
80000000,SencillaSinCola,empty,0
80000000,SencillaSinCola,topFront,0
80000000,SencillaSinCola,topBack,261
80000000,SencillaConCola,pushFront,0
80000000,SencillaConCola,pushBack,0
80000000,SencillaConCola,popFront,0
80000000,SencillaConCola,popBack,252
80000000,SencillaConCola,find,269
80000000,SencillaConCola,addBefore,254
80000000,SencillaConCola,addAfter,0
80000000,SencillaConCola,erase,263
80000000,SencillaConCola,empty,0
80000000,SencillaConCola,topFront,0
80000000,SencillaConCola,topBack,0
80000000,DobleConCola,pushFront,0
80000000,DobleConCola,pushBack,0
80000000,DobleConCola,popFront,0
80000000,DobleConCola,popBack,0
80000000,DobleConCola,find,0
80000000,DobleConCola,addBefore,529
80000000,DobleConCola,addAfter,0
80000000,DobleConCola,erase,444
80000000,DobleConCola,empty,0
80000000,DobleConCola,topFront,0
80000000,DobleConCola,topBack,0
90000000,SencillaSinCola,pushFront,0
90000000,SencillaSinCola,pushBack,285
90000000,SencillaSinCola,popFront,0
90000000,SencillaSinCola,popBack,283
90000000,SencillaSinCola,find,296
90000000,SencillaSinCola,addBefore,290
90000000,SencillaSinCola,addAfter,0
90000000,SencillaSinCola,erase,319
90000000,SencillaSinCola,empty,0
90000000,SencillaSinCola,topFront,0
90000000,SencillaSinCola,topBack,365
90000000,SencillaConCola,pushFront,0
90000000,SencillaConCola,pushBack,0
90000000,SencillaConCola,popFront,0
90000000,SencillaConCola,popBack,292
90000000,SencillaConCola,find,293
90000000,SencillaConCola,addBefore,289
90000000,SencillaConCola,addAfter,0
90000000,SencillaConCola,erase,345
90000000,SencillaConCola,empty,0
90000000,SencillaConCola,topFront,0
90000000,SencillaConCola,topBack,0
90000000,DobleConCola,pushFront,0
90000000,DobleConCola,pushBack,0
90000000,DobleConCola,popFront,0
90000000,DobleConCola,popBack,0
90000000,DobleConCola,find,0
90000000,DobleConCola,addBefore,599
90000000,DobleConCola,addAfter,0
90000000,DobleConCola,erase,560
90000000,DobleConCola,empty,0
90000000,DobleConCola,topFront,0
90000000,DobleConCola,topBack,0
100000000,SencillaSinCola,pushFront,0
100000000,SencillaSinCola,pushBack,389
100000000,SencillaSinCola,popFront,0
100000000,SencillaSinCola,popBack,402
100000000,SencillaSinCola,find,333
100000000,SencillaSinCola,addBefore,322
100000000,SencillaSinCola,addAfter,0
100000000,SencillaSinCola,erase,301
100000000,SencillaSinCola,empty,0
100000000,SencillaSinCola,topFront,0
100000000,SencillaSinCola,topBack,301
100000000,SencillaConCola,pushFront,0
100000000,SencillaConCola,pushBack,0
100000000,SencillaConCola,popFront,0
100000000,SencillaConCola,popBack,502
100000000,SencillaConCola,find,318
100000000,SencillaConCola,addBefore,342
100000000,SencillaConCola,addAfter,0
100000000,SencillaConCola,erase,313
100000000,SencillaConCola,empty,0
100000000,SencillaConCola,topFront,0
100000000,SencillaConCola,topBack,0
100000000,DobleConCola,pushFront,0
100000000,DobleConCola,pushBack,0
100000000,DobleConCola,popFront,0
100000000,DobleConCola,popBack,0
100000000,DobleConCola,find,0
100000000,DobleConCola,addBefore,606
100000000,DobleConCola,addAfter,0
100000000,DobleConCola,erase,581
100000000,DobleConCola,empty,0
100000000,DobleConCola,topFront,0
100000000,DobleConCola,topBack,0
